date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biogas) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biogas) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-04-05 00:00,-1.69,0.00,-385.60,667.10,4996.67,32.04,0.00,0.21,27.42,1.62,78.48,1810.67,0.00,0.00,19.10,63.46,146.96,1137.70,0.14,0.00,0.03,5.36,678.98,56.99
2024-04-05 00:30,-1.24,-36.89,-393.77,667.43,4863.33,32.00,0.00,0.21,27.42,2.22,70.60,1802.33,0.00,0.00,19.08,128.26,292.23,2215.00,0.29,0.00,0.06,10.73,679.60,56.99
2024-04-05 01:00,-5.07,-43.60,-417.00,671.12,4703.67,33.29,0.00,0.21,27.42,1.24,38.62,1844.83,0.00,0.00,18.89,134.20,294.30,2142.10,0.30,0.00,0.06,10.73,674.95,56.77
2024-04-05 01:30,-2.26,-43.55,-318.95,694.72,4360.83,35.11,0.00,0.21,27.42,1.28,33.76,1844.00,0.00,0.00,18.45,100.32,299.60,1985.80,0.32,0.00,0.06,10.73,662.24,55.45
2024-04-05 02:00,-3.61,-43.54,-304.33,669.47,4309.00,36.34,0.00,0.22,27.42,1.52,33.71,1796.50,0.00,0.00,18.10,96.14,285.10,1962.40,0.33,0.00,0.06,10.73,663.06,56.99
2024-04-05 02:30,-25.83,-43.57,-309.58,661.78,4143.17,36.26,0.00,0.21,27.42,0.02,33.77,1895.17,0.00,0.00,18.38,95.07,282.21,1886.50,0.33,0.00,0.06,10.73,649.58,55.50
2024-04-05 03:00,-17.31,-43.49,-349.58,689.63,4018.83,37.01,0.00,0.21,27.42,0.28,33.80,1949.67,0.00,0.00,18.89,105.28,292.78,1829.70,0.33,0.00,0.06,10.73,639.20,55.90
2024-04-05 03:30,-5.21,-43.45,-340.73,682.22,4027.50,37.01,0.00,0.22,27.42,0.98,33.62,1929.00,0.00,0.00,18.92,103.06,290.74,1833.60,0.33,0.00,0.06,10.73,640.27,46.38
2024-04-05 04:00,-3.60,-43.52,-322.05,672.42,4033.17,35.43,0.00,0.21,27.42,0.17,33.72,1975.17,0.00,0.00,18.90,96.75,292.01,1836.10,0.32,0.00,0.06,10.73,637.42,55.69
2024-04-05 04:30,-4.90,-43.46,-269.68,679.70,4126.50,15.14,0.00,0.21,27.42,1.95,33.70,2048.67,0.00,0.00,18.88,80.88,295.41,1878.70,0.14,0.00,0.06,10.73,636.15,58.00
2024-04-05 05:00,-4.88,-36.21,-210.82,522.72,4345.17,14.45,0.00,0.20,27.42,1.42,33.74,2099.50,0.00,0.00,18.61,64.00,229.06,1978.30,0.13,0.00,0.06,10.73,634.29,56.99
2024-04-05 05:30,-11.45,0.00,-198.60,258.78,4971.00,15.11,0.00,0.28,27.42,1.03,33.74,2090.00,0.00,0.00,18.18,63.15,112.91,2263.10,0.14,0.00,0.08,10.73,646.64,72.61
2024-04-05 06:00,-5.30,0.00,-138.15,160.65,5391.67,15.18,0.00,0.63,27.42,0.05,33.70,2125.00,0.00,0.09,18.10,44.79,67.27,2454.50,0.14,0.00,0.18,10.73,653.80,78.00
2024-04-05 06:30,-6.75,0.00,-32.07,238.47,5558.00,15.08,0.00,0.39,27.42,5.69,33.67,2149.33,1.91,2.80,18.12,10.43,98.24,2530.20,0.14,0.00,0.11,10.73,657.74,82.52
2024-04-05 07:00,-1.92,0.00,-13.01,204.12,5880.33,14.34,0.00,0.12,27.42,10.93,33.70,2143.67,12.78,25.89,18.30,4.31,81.40,2677.00,0.13,0.00,0.03,10.73,663.19,84.81
2024-04-05 07:30,-1.14,0.00,-26.64,128.39,6082.83,14.42,0.00,0.12,27.42,35.48,33.78,2146.33,59.98,86.52,18.67,8.79,51.14,2769.20,0.13,0.00,0.04,10.73,657.34,88.61
2024-04-05 08:00,-3.42,0.00,-5.79,188.98,5850.83,14.84,0.00,0.10,27.42,27.78,144.28,2163.17,130.57,178.99,19.05,1.87,74.72,2663.70,0.13,0.00,0.03,10.73,630.31,72.41
2024-04-05 08:30,-5.37,0.00,-1.85,241.82,5714.67,14.57,0.00,0.11,27.42,26.51,154.68,2129.33,313.43,301.86,19.28,0.56,100.30,2602.10,0.13,0.00,0.03,10.73,608.43,78.00
2024-04-05 09:00,-8.65,0.00,-85.78,170.86,5943.17,14.57,0.00,0.12,27.42,11.92,125.89,2038.67,396.98,416.92,19.47,26.53,75.04,2705.70,0.13,0.00,0.03,10.73,610.93,88.89
2024-04-05 09:30,-15.98,0.00,-159.88,458.00,5681.50,14.62,0.00,0.42,27.42,7.55,30.14,2021.33,546.87,553.66,19.59,48.84,197.97,2586.90,0.13,0.00,0.12,10.73,599.42,57.10
2024-04-05 10:00,-29.72,0.00,-126.50,708.78,5186.33,14.06,0.00,0.55,27.42,0.34,29.45,2044.00,638.18,705.39,19.68,36.35,292.96,2361.50,0.13,0.00,0.16,10.73,571.66,39.75
2024-04-05 10:30,-8.47,0.00,-37.35,738.50,5105.00,14.11,0.00,0.54,27.42,19.87,26.07,2044.00,540.17,820.47,19.68,11.02,298.89,2324.60,0.13,0.00,0.16,10.73,564.78,81.22
2024-04-05 11:00,-11.55,0.00,-35.30,642.52,5221.67,14.16,0.00,0.48,27.42,7.36,26.25,1999.67,654.98,744.50,19.52,10.52,253.96,2377.30,0.13,0.00,0.14,10.73,566.44,246.90
2024-04-05 11:30,-12.87,0.00,0.00,642.92,5131.50,14.01,0.00,0.14,30.56,9.52,22.21,1975.50,712.52,677.30,19.33,0.00,245.23,2336.30,0.13,0.00,0.04,11.96,563.64,84.03
2024-04-05 12:00,-16.76,0.00,-5.28,612.65,5172.17,14.03,0.00,0.07,31.07,4.16,22.72,1967.83,693.65,644.96,19.13,1.58,245.01,2354.70,0.13,0.00,0.02,12.16,571.13,83.64
2024-04-05 12:30,-29.80,0.00,-75.17,590.77,5207.50,13.48,0.00,0.11,31.85,3.56,128.98,1893.50,652.40,626.57,18.36,21.75,244.38,2370.60,0.12,0.00,0.03,12.46,576.28,97.62
2024-04-05 13:00,-15.86,0.00,-38.80,734.28,5196.83,13.72,0.00,0.26,31.99,24.58,131.70,1827.17,472.70,575.01,18.09,11.91,292.25,2365.50,0.12,0.00,0.08,12.52,593.85,92.36
2024-04-05 13:30,-10.60,0.00,-34.18,665.98,5251.33,13.57,0.00,0.56,31.96,13.12,131.87,1830.50,453.02,529.87,17.83,10.45,263.41,2390.50,0.12,0.00,0.17,12.51,598.46,95.87
2024-04-05 14:00,-24.48,0.00,0.00,770.63,5197.83,13.50,0.00,0.16,32.04,2.64,63.89,1801.00,455.83,493.17,17.58,0.00,294.70,2366.30,0.12,0.00,0.05,12.54,607.23,46.93
2024-04-05 14:30,-4.40,0.00,-12.72,803.35,5364.33,13.77,0.00,0.09,32.21,8.44,11.08,1734.00,407.25,403.55,17.83,4.15,310.91,2442.40,0.12,0.00,0.03,12.61,630.51,58.00
2024-04-05 15:00,-5.59,0.00,-95.10,772.83,5736.17,14.36,0.00,0.12,31.88,16.82,11.03,1682.67,345.45,342.07,17.99,30.53,298.07,2611.50,0.13,0.00,0.04,12.47,653.29,78.00
2024-04-05 15:30,-12.93,0.00,-188.25,772.50,6070.00,14.61,0.00,0.14,31.51,26.62,64.21,1649.17,266.48,275.83,18.84,63.73,303.00,2763.30,0.13,0.00,0.04,12.33,672.27,135.00
2024-04-05 16:00,-23.70,0.00,-180.87,753.43,6165.67,14.54,0.00,0.10,99.64,0.62,133.88,1654.17,176.93,189.76,19.24,62.08,294.23,2806.80,0.13,0.00,0.03,37.01,684.79,78.58
2024-04-05 16:30,-1.11,0.00,-262.82,763.13,6252.00,14.47,0.00,0.09,187.55,8.52,90.73,1712.00,149.73,119.55,19.26,90.54,297.14,2846.40,0.13,0.00,0.03,68.84,691.18,56.80
2024-04-05 17:00,-18.00,0.00,-339.97,715.00,6381.67,14.42,0.00,0.11,189.62,0.10,208.77,1735.33,77.58,68.09,19.63,117.15,280.92,2905.50,0.13,0.00,0.03,69.57,695.03,89.13
2024-04-05 17:30,-0.53,0.00,-329.98,559.88,6360.83,14.35,0.00,0.14,190.07,11.82,357.88,1709.83,38.63,24.18,19.90,112.62,218.41,2896.00,0.13,0.00,0.04,69.74,687.40,88.58
2024-04-05 18:00,-2.82,0.00,-397.78,414.13,6362.00,14.35,0.00,0.14,187.98,1.65,599.48,1682.33,8.26,4.28,20.19,133.01,162.98,2896.50,0.13,0.00,0.04,69.00,675.15,122.80
2024-04-05 18:30,-10.82,0.00,-394.45,347.12,6149.17,14.35,0.00,0.12,129.62,0.00,771.90,1658.17,0.22,0.29,19.90,128.77,138.18,2799.80,0.13,0.00,0.03,47.87,659.44,88.88
2024-04-05 19:00,-2.64,0.00,-375.17,397.13,6040.83,14.13,0.00,0.13,112.72,2.08,734.98,1565.67,0.03,0.00,19.91,123.59,157.88,2750.70,0.13,0.00,0.04,41.78,665.95,76.88
2024-04-05 19:30,-6.14,0.00,-360.53,369.40,6083.67,14.14,0.00,0.13,109.26,9.73,640.78,1517.00,0.03,0.00,19.32,120.83,150.88,2770.40,0.13,0.00,0.04,40.52,678.28,58.02
2024-04-05 20:00,-1.56,0.00,-377.15,436.10,6208.17,14.04,0.00,0.14,34.11,6.81,375.57,1517.33,0.03,0.00,18.37,131.23,180.43,2826.70,0.13,0.00,0.04,13.29,703.56,88.00
2024-04-05 20:30,-1.83,0.00,-371.13,434.35,6066.17,13.81,0.00,0.11,32.22,0.53,308.57,1535.17,0.03,0.00,18.82,129.35,184.07,2761.90,0.12,0.00,0.03,12.61,705.76,88.00
2024-04-05 21:00,-1.70,0.00,-388.42,552.65,5864.67,13.92,0.00,0.14,32.30,3.36,241.07,1536.33,0.03,0.00,19.42,135.41,237.31,2670.20,0.13,0.00,0.04,12.64,709.14,73.71
2024-04-05 21:30,-1.02,0.00,-359.78,635.58,5749.67,14.05,0.00,0.14,32.55,4.69,209.47,1518.17,0.03,0.00,19.72,125.70,282.36,2617.60,0.13,0.00,0.04,12.74,714.33,78.74
2024-04-05 22:00,-6.98,0.00,-332.27,715.23,5668.67,14.22,0.00,0.13,32.82,0.77,167.40,1474.50,0.03,0.00,19.49,117.09,318.84,2580.60,0.13,0.00,0.04,12.84,722.83,79.12
2024-04-05 22:30,-5.10,0.00,-349.85,651.37,5595.83,14.16,0.00,0.13,33.29,0.90,160.67,1537.17,0.03,0.00,19.63,122.01,296.84,2547.70,0.13,0.00,0.04,13.03,716.29,78.00
2024-04-05 23:00,-3.78,0.00,-350.72,631.33,5524.17,14.16,0.00,0.12,33.60,0.53,170.65,1516.83,0.03,0.00,19.48,122.11,289.53,2514.90,0.13,0.00,0.03,13.15,715.31,78.00
2024-04-05 23:30,-1.46,0.00,-326.97,351.23,5529.33,14.07,0.00,0.14,33.82,0.53,175.45,1599.00,0.03,0.00,19.65,112.54,164.23,2517.40,0.13,0.00,0.04,13.23,700.32,78.00
2024-04-06 00:00,-2.13,0.00,-351.17,249.65,5529.50,13.98,0.00,0.14,34.03,0.13,151.82,1605.00,0.03,0.00,19.73,121.16,119.75,2517.70,0.13,0.00,0.04,13.32,699.70,72.75
2024-04-06 00:30,-1.87,0.00,-334.77,279.37,5335.00,13.95,0.00,0.15,33.71,0.17,145.63,1628.17,0.03,0.00,20.03,114.26,134.99,2429.20,0.13,0.00,0.04,13.19,693.93,78.00
2024-04-06 01:00,-4.14,0.00,-325.95,331.83,5158.50,14.28,0.00,0.14,34.06,0.78,100.49,1589.67,0.03,0.00,20.10,111.61,159.27,2348.90,0.13,0.00,0.04,13.33,698.60,78.00
2024-04-06 01:30,-0.62,0.00,-346.53,384.70,4983.67,14.24,0.00,0.15,34.02,2.25,50.76,1557.50,0.03,0.00,20.10,119.07,184.58,2269.10,0.13,0.00,0.04,13.31,703.01,70.34
2024-04-06 02:00,-21.91,0.00,-340.90,483.15,4693.50,14.12,0.00,0.14,33.52,0.62,48.34,1555.33,0.03,0.00,20.08,115.52,232.37,2137.10,0.13,0.00,0.04,13.12,701.28,58.00
2024-04-06 02:30,-2.64,0.00,-335.88,530.20,4619.83,13.99,0.00,0.13,33.58,0.98,11.28,1494.33,0.03,0.00,19.88,115.08,257.63,2103.40,0.13,0.00,0.04,13.14,709.81,88.88
2024-04-06 03:00,-0.86,0.00,-323.13,463.57,4685.17,14.03,0.00,0.14,33.32,1.26,11.15,1367.17,0.03,0.00,19.45,113.43,230.32,2132.80,0.13,0.00,0.04,13.03,723.91,78.00
2024-04-06 03:30,-0.51,0.00,-272.02,445.02,4762.00,14.05,0.00,0.13,33.49,4.58,11.22,1233.83,0.03,0.00,19.80,97.78,223.94,2167.70,0.13,0.00,0.04,13.11,740.43,81.31
2024-04-06 04:00,-0.68,0.00,-245.80,350.82,4937.83,14.12,0.00,0.14,33.64,3.70,11.21,1130.00,0.03,0.00,19.87,90.68,178.43,2247.70,0.13,0.00,0.04,13.16,753.42,88.41
2024-04-06 04:30,-14.77,0.00,-335.83,493.12,4884.33,14.08,0.00,0.14,33.53,0.21,18.07,1235.67,0.03,0.00,19.60,121.42,252.27,2223.30,0.13,0.00,0.04,13.12,748.17,80.07
2024-04-06 05:00,-1.53,0.00,-328.75,517.05,4889.33,14.06,0.00,0.15,33.62,7.37,51.14,1197.33,0.03,0.00,19.47,118.81,267.93,2225.70,0.13,0.00,0.04,13.15,748.66,86.32
2024-04-06 05:30,-1.66,0.00,-360.37,350.83,5235.67,14.38,0.00,0.12,33.34,0.85,47.63,1174.33,0.03,0.00,19.08,132.68,180.64,2383.40,0.13,0.00,0.04,13.05,752.74,88.89
2024-04-06 06:00,-3.35,0.00,-429.12,452.32,5407.83,14.53,0.00,0.13,29.72,2.64,11.14,1202.50,0.03,0.81,18.99,159.13,226.71,2461.60,0.13,0.00,0.04,11.63,759.73,79.19
2024-04-06 06:30,-0.21,0.00,-400.05,385.57,5712.33,14.56,0.00,0.15,26.83,15.62,11.21,1123.83,8.70,17.97,18.93,150.88,193.30,2600.30,0.13,0.00,0.04,10.50,767.26,92.73
2024-04-06 07:00,-0.78,0.00,-417.55,346.17,5890.17,14.26,0.00,0.49,23.78,43.71,11.13,922.92,184.79,133.19,19.07,157.31,170.50,2681.50,0.13,0.00,0.14,9.30,756.20,139.60
2024-04-06 07:30,-2.56,0.00,-174.38,169.40,5780.33,14.58,0.00,0.55,21.98,16.78,11.17,799.57,410.83,414.82,19.13,64.14,85.82,2631.40,0.13,0.00,0.16,8.60,713.37,108.90
2024-04-06 08:00,-1.10,0.00,-23.34,153.78,5378.83,14.70,0.00,0.55,18.35,5.72,11.27,661.90,662.93,864.24,19.47,8.44,66.46,2448.60,0.13,0.00,0.16,7.18,648.98,85.96
2024-04-06 08:30,-6.35,0.00,-170.94,195.35,5279.33,14.13,0.00,0.55,20.94,1.28,29.91,482.45,839.30,1356.17,19.93,59.14,72.80,2403.40,0.13,0.00,0.16,8.19,603.21,102.70
2024-04-06 09:00,-6.09,0.00,-86.40,119.35,4872.33,14.44,0.00,0.55,22.17,1.29,29.37,336.63,1048.23,1885.58,21.04,30.38,51.04,2218.00,0.13,0.00,0.16,8.68,545.71,70.46
2024-04-06 09:30,-3.11,0.00,-132.13,22.81,4559.67,14.76,0.00,0.56,22.00,2.05,34.71,263.90,1333.00,2286.08,22.57,39.27,10.83,2075.60,0.13,0.00,0.16,8.61,489.29,78.00
2024-04-06 10:00,-16.85,0.00,-31.61,102.97,4057.83,14.52,0.00,0.54,20.98,0.12,11.33,283.15,1378.50,2678.58,23.38,10.47,34.60,1847.10,0.13,0.00,0.16,8.21,442.29,49.20
2024-04-06 10:30,-30.98,0.00,-38.93,315.88,3521.17,14.36,0.00,0.24,20.95,1.01,11.25,332.45,1501.33,3004.25,24.26,11.03,157.85,1603.00,0.13,0.00,0.07,8.20,406.39,9.94
2024-04-06 11:00,-50.70,0.00,-239.07,352.53,3403.33,14.27,0.00,0.12,20.97,5.30,13.25,328.27,1592.33,3250.25,25.40,62.53,181.54,1549.30,0.13,0.00,0.04,8.21,385.85,9.80
2024-04-06 11:30,-45.17,-22.49,-345.20,274.38,3322.33,14.35,0.00,0.11,18.67,0.06,18.06,354.78,1668.83,3410.17,25.82,87.36,142.20,1512.50,0.13,0.00,0.03,7.61,363.40,25.00
2024-04-06 12:00,-73.77,-43.82,-515.17,277.05,3207.33,14.21,0.00,0.13,20.95,0.26,46.66,427.20,1754.83,3505.83,26.45,122.48,135.89,1460.00,0.13,0.00,0.04,8.20,343.73,21.18
2024-04-06 12:30,-77.42,-43.67,-621.93,408.17,3165.00,13.95,0.00,0.11,20.05,1.35,63.12,450.55,1749.83,3499.75,27.19,148.75,210.82,1440.80,0.13,0.00,0.03,7.85,350.19,23.61
2024-04-06 13:00,-67.38,-43.76,-681.30,689.27,3197.67,14.02,0.00,0.13,19.95,0.31,77.53,487.55,1535.83,3388.33,27.57,167.96,349.36,1455.70,0.13,0.00,0.04,7.80,381.77,41.95
2024-04-06 13:30,-71.02,-43.81,-743.13,813.10,3218.50,14.00,0.00,0.12,20.82,3.68,76.81,516.62,1516.00,3302.50,27.88,182.94,400.54,1465.30,0.13,0.00,0.03,8.17,392.21,34.85
2024-04-06 14:00,-31.16,-43.71,-736.47,886.85,3297.67,13.94,0.00,0.14,20.09,20.96,67.55,523.02,1504.00,3103.50,28.15,185.06,431.21,1501.30,0.13,0.00,0.04,8.12,407.06,39.75
2024-04-06 14:30,-15.00,-36.41,-745.02,891.98,3591.17,13.77,0.00,0.12,23.24,2.05,46.84,433.58,1482.67,2884.67,28.20,198.48,431.15,1634.90,0.12,0.00,0.03,9.09,437.81,42.69
2024-04-06 15:00,-9.98,0.00,-624.37,909.07,3931.00,13.65,0.00,0.13,26.33,17.26,58.95,436.78,1383.83,2549.00,28.15,177.89,442.65,1789.90,0.12,0.00,0.04,10.30,475.20,56.99
2024-04-06 15:30,-6.46,0.00,-536.95,872.67,4523.00,13.98,0.00,0.10,27.91,22.23,84.18,448.53,1185.50,2078.25,27.63,163.84,427.92,2059.10,0.13,0.00,0.03,10.92,535.81,76.86
2024-04-06 16:00,-10.84,0.00,-411.02,804.95,5249.50,13.95,0.00,0.12,28.47,0.26,158.30,424.52,900.60,1559.06,26.71,138.01,402.09,2389.60,0.13,0.00,0.04,11.14,611.38,78.00
2024-04-06 16:30,-23.00,0.00,-531.78,799.25,6044.83,13.97,0.00,0.14,30.41,14.32,325.88,419.03,546.15,1039.91,25.22,190.00,395.25,2751.50,0.13,0.00,0.04,11.90,684.13,88.00
2024-04-06 17:00,-8.15,0.00,-441.95,769.90,6306.50,14.00,0.00,0.13,32.17,16.15,674.13,410.48,310.22,556.58,24.29,160.36,381.74,2870.80,0.13,0.00,0.04,12.59,718.72,88.88
2024-04-06 17:30,-0.21,0.00,-518.53,763.95,6583.50,14.12,0.00,0.12,32.12,120.18,949.92,382.97,111.30,190.92,23.80,189.67,382.54,2996.90,0.13,0.00,0.04,12.57,742.15,166.50
2024-04-06 18:00,-0.15,0.00,-539.58,811.13,6703.00,14.08,0.00,0.11,31.99,122.97,1013.93,369.10,12.60,31.01,23.88,199.74,399.81,3051.30,0.13,0.00,0.03,12.52,761.72,146.50
2024-04-06 18:30,-1.24,0.00,-503.72,749.47,6740.83,13.90,0.00,0.16,32.02,84.52,1004.08,332.38,0.23,1.66,24.06,189.10,361.56,3068.60,0.13,0.00,0.05,12.53,769.73,122.00
2024-04-06 19:00,-0.24,0.00,-528.10,646.02,6752.50,13.67,0.00,0.11,32.24,44.09,995.58,333.32,0.01,0.00,24.01,199.45,315.68,3073.80,0.12,0.00,0.03,12.62,772.76,107.90
2024-04-06 19:30,-2.27,0.00,-524.02,551.78,6718.83,13.71,0.00,0.14,32.55,35.10,954.50,310.55,0.01,0.00,23.87,199.55,274.77,3058.70,0.12,0.00,0.04,12.74,777.87,102.00
2024-04-06 20:00,-1.35,0.00,-570.63,626.08,6724.50,14.02,0.00,0.14,33.21,4.53,726.18,360.23,0.01,0.00,23.39,223.11,305.51,3061.10,0.13,0.00,0.04,13.00,797.45,102.20
2024-04-06 20:30,-1.19,0.00,-480.95,1072.23,6604.50,13.77,0.00,0.14,34.07,5.05,111.09,392.50,0.01,0.00,23.12,202.79,493.49,3006.60,0.12,0.00,0.04,13.33,854.27,123.40
2024-04-06 21:00,-12.34,0.00,-490.17,932.82,6597.00,13.87,0.00,0.13,34.05,1.10,120.67,388.80,0.01,0.00,22.28,206.53,442.04,3003.00,0.12,0.00,0.04,13.32,857.37,114.40
2024-04-06 21:30,-0.60,0.00,-651.68,899.13,6600.17,13.89,0.00,0.12,34.26,0.83,171.50,426.77,0.01,0.00,22.06,271.36,437.56,3004.50,0.12,0.00,0.04,13.40,849.77,118.60
