date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biogas) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biogas) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-04-06 22:00,-0.71,0.00,-518.28,839.10,6385.00,13.88,0.00,0.14,34.01,9.41,200.20,446.58,0.01,0.00,21.65,213.30,414.67,2906.40,0.12,0.00,0.04,13.31,842.51,109.20
2024-04-06 22:30,-18.40,0.00,-647.02,594.45,6500.17,14.08,0.00,0.14,33.77,15.43,334.03,465.00,0.01,0.00,21.22,261.16,309.79,2958.80,0.13,0.00,0.04,13.29,828.59,116.70
2024-04-06 23:00,-0.77,0.00,-632.65,587.80,6340.83,14.04,0.00,0.12,33.41,9.17,365.37,479.35,0.01,0.00,20.76,253.27,309.09,2886.50,0.13,0.00,0.04,13.16,821.39,88.88
2024-04-06 23:30,-1.84,0.00,-618.10,337.05,6454.17,13.57,0.00,0.13,33.01,11.79,341.53,460.27,0.01,0.00,20.42,249.41,175.20,2938.00,0.12,0.00,0.04,13.00,818.29,110.30
2024-04-07 00:00,-10.57,0.00,-641.17,308.88,6591.00,13.53,0.00,0.14,32.53,4.46,135.52,468.37,0.01,0.00,20.03,266.62,158.50,3000.40,0.12,0.00,0.04,12.83,841.78,107.20
2024-04-07 00:30,-24.58,0.00,-725.73,347.25,6365.50,13.22,0.00,0.12,32.75,6.07,108.33,584.25,0.01,0.00,19.65,297.09,177.91,2898.00,0.12,0.00,0.03,12.90,832.50,89.19
2024-04-07 01:00,-1.47,0.00,-732.07,459.82,6001.67,13.28,0.00,0.12,32.55,9.31,111.53,607.05,0.01,0.00,19.41,296.58,235.99,2732.60,0.12,0.00,0.04,12.83,825.93,87.70
2024-04-07 01:30,-0.48,0.00,-710.87,449.72,5873.33,13.47,0.00,0.11,32.35,9.48,90.90,556.62,0.01,0.00,19.14,290.36,232.84,2674.10,0.12,0.00,0.03,12.75,832.82,88.88
2024-04-07 02:00,-11.12,0.00,-673.53,410.58,5681.50,13.66,0.00,0.13,32.38,18.10,86.70,632.00,0.01,0.00,18.99,270.79,214.84,2586.70,0.12,0.00,0.04,12.76,821.81,88.00
2024-04-07 02:30,-3.42,0.00,-615.25,414.50,5525.33,13.64,0.00,0.12,28.64,5.11,85.93,603.80,0.01,0.00,18.75,248.17,221.72,2515.30,0.12,0.00,0.04,11.21,825.37,90.70
2024-04-07 03:00,-10.71,0.00,-650.75,510.25,5446.83,13.70,0.00,0.13,29.05,7.45,94.02,566.30,0.01,0.00,18.69,263.20,273.18,2479.60,0.12,0.00,0.04,11.37,832.83,88.00
2024-04-07 03:30,-9.98,0.00,-649.77,523.98,5462.33,13.80,0.00,0.13,28.53,3.57,120.92,489.48,0.01,0.00,18.58,265.19,283.22,2486.40,0.12,0.00,0.04,11.16,840.97,75.48
2024-04-07 04:00,-1.23,0.00,-676.87,599.00,5469.50,13.77,0.00,0.14,28.45,5.76,112.87,434.72,0.01,0.00,18.28,279.09,323.83,2489.70,0.12,0.00,0.04,11.14,850.55,88.88
2024-04-07 04:30,-6.70,0.00,-666.93,592.95,5451.67,13.65,0.00,0.12,27.94,5.56,137.48,447.25,0.01,0.00,18.28,273.24,319.83,2481.50,0.12,0.00,0.03,10.93,845.97,88.40
2024-04-07 05:00,-12.88,0.00,-641.30,591.47,5488.17,13.80,0.00,0.11,27.91,7.41,142.92,412.52,0.01,0.00,18.31,264.08,314.36,2498.20,0.12,0.00,0.03,10.92,848.92,88.88
2024-04-07 05:30,-12.02,0.00,-687.03,649.90,5535.67,13.92,0.00,0.10,28.45,0.66,136.58,447.67,0.01,0.00,18.36,282.10,341.18,2519.90,0.13,0.00,0.03,11.13,847.33,88.88
2024-04-07 06:00,-12.41,0.00,-712.80,688.93,5535.17,13.80,0.00,0.13,27.94,2.88,197.68,495.25,0.01,0.37,18.12,287.53,359.00,2519.50,0.12,0.00,0.04,10.93,834.40,88.88
2024-04-07 06:30,-1.18,0.00,-687.60,651.48,5571.67,13.56,0.00,0.09,27.66,7.62,272.82,501.63,1.80,10.18,17.77,273.34,341.17,2536.30,0.12,0.00,0.03,10.82,821.10,88.56
2024-04-07 07:00,-0.60,0.00,-679.60,573.47,5613.83,13.91,0.00,0.09,27.95,12.58,315.12,503.43,77.65,88.21,17.78,263.81,299.82,2555.40,0.13,0.00,0.03,10.94,795.14,75.81
2024-04-07 07:30,-1.94,0.00,-553.50,569.47,5520.67,14.22,0.00,0.08,27.79,2.55,52.66,514.12,323.30,307.77,17.74,212.37,284.86,2512.90,0.13,0.00,0.02,10.87,766.22,88.88
2024-04-07 08:00,-38.03,0.00,-513.35,409.58,5051.00,14.29,0.00,0.10,27.75,2.03,15.77,526.97,856.25,677.46,18.00,176.38,207.08,2299.40,0.13,0.00,0.03,10.86,666.05,65.41
2024-04-07 08:30,-45.58,-29.71,-628.52,154.17,4765.50,14.09,0.00,0.07,27.39,4.45,27.34,570.62,1255.17,1168.38,18.68,195.86,77.34,2169.40,0.13,0.00,0.02,10.72,566.15,78.00
2024-04-07 09:00,-45.84,-43.63,-645.18,287.78,4160.17,14.18,0.00,0.08,27.60,3.21,15.75,599.83,1551.33,1769.00,20.58,180.84,144.62,1893.80,0.13,0.00,0.02,10.80,485.69,34.44
2024-04-07 09:30,-41.97,-43.71,-414.88,264.06,3522.67,14.50,0.00,0.10,28.27,2.60,15.77,604.10,1730.00,2250.17,22.38,105.37,133.15,1603.70,0.13,0.00,0.03,11.06,414.21,34.84
2024-04-07 10:00,-74.01,-43.69,-529.47,414.70,3216.67,14.64,0.00,0.06,28.15,1.56,15.73,578.23,1838.17,2671.42,23.47,121.27,201.58,1464.50,0.13,0.00,0.02,11.01,382.67,39.75
2024-04-07 10:30,-79.69,-43.65,-492.07,48.97,3036.17,14.41,0.00,0.10,27.80,0.02,15.74,544.77,2085.83,2998.67,24.77,109.35,24.84,1382.60,0.13,0.00,0.03,10.88,320.98,19.74
2024-04-07 11:00,-59.39,-57.25,-430.82,1.18,3033.83,13.88,0.00,0.07,27.71,5.00,17.66,542.17,1879.00,3225.67,25.94,100.16,0.18,1381.40,0.12,0.00,0.02,10.84,315.27,9.00
2024-04-07 11:30,-40.17,-235.48,-419.72,179.75,2974.33,14.46,0.00,0.10,27.82,0.63,17.71,527.02,1846.50,3332.92,26.56,93.16,46.87,1354.40,0.13,0.00,0.03,10.89,320.73,0.50
2024-04-07 12:00,-51.46,-236.40,-216.13,123.98,2975.17,14.29,0.00,0.11,27.55,0.27,17.76,546.07,1683.50,3358.50,27.00,47.33,31.20,1354.70,0.13,0.00,0.03,10.78,327.42,-14.24
2024-04-07 12:30,-28.17,-236.48,-106.33,214.25,2938.33,13.92,0.00,0.09,27.42,11.64,17.71,608.67,1588.83,3335.50,26.99,19.94,86.73,1337.90,0.13,0.00,0.03,10.73,337.63,-20.50
2024-04-07 13:00,-35.75,-236.22,-114.42,399.05,2927.67,13.72,0.00,0.09,27.42,0.79,17.72,608.93,1647.50,3164.33,27.44,25.39,165.97,1333.00,0.12,0.00,0.03,10.73,352.57,-11.26
2024-04-07 13:30,-24.96,-214.38,-304.10,779.03,2960.67,13.92,0.00,0.07,27.59,4.21,16.91,637.88,1696.00,2919.17,27.23,67.31,323.71,1348.20,0.13,0.00,0.02,10.80,379.59,25.00
2024-04-07 14:00,-17.39,-160.63,-71.38,762.18,3022.50,14.03,0.00,0.08,27.95,19.86,16.89,641.55,1586.83,2614.08,27.49,17.45,312.34,1376.30,0.13,0.00,0.02,10.94,397.86,25.78
2024-04-07 14:30,-37.87,0.00,-5.18,860.18,3169.17,14.18,0.00,0.09,28.28,12.75,17.04,611.00,1471.00,2275.58,26.53,1.42,352.46,1443.00,0.13,0.00,0.03,11.06,429.00,35.88
2024-04-07 15:00,-6.96,0.00,-106.87,749.72,3542.00,13.97,0.00,0.12,28.57,21.47,16.83,651.67,1555.83,1906.75,25.42,29.14,306.90,1613.00,0.13,0.00,0.04,11.18,454.34,56.99
2024-04-07 15:30,-22.11,0.00,-461.65,798.35,4151.00,14.08,0.00,0.12,28.69,10.68,16.95,644.47,1613.50,1593.25,24.67,127.25,339.34,1890.20,0.13,0.00,0.04,11.23,504.02,43.91
2024-04-07 16:00,-4.94,0.00,-416.07,855.23,4757.83,14.03,0.00,0.14,28.45,18.13,23.46,659.38,1281.50,1287.51,24.75,127.26,365.21,2166.60,0.13,0.00,0.04,11.13,568.12,43.15
2024-04-07 16:30,-0.43,0.00,-382.82,755.17,5238.00,13.92,0.00,0.10,27.89,28.18,165.22,609.77,1086.52,844.82,24.04,124.28,336.09,2385.30,0.13,0.00,0.03,10.91,622.01,58.02
2024-04-07 17:00,-4.28,0.00,-417.00,742.00,5862.50,13.94,0.00,0.13,27.80,17.84,593.08,494.37,691.03,453.56,23.63,143.03,333.14,2669.30,0.13,0.00,0.04,10.88,677.39,136.00
2024-04-07 17:30,-5.08,0.00,-543.08,828.67,6507.17,14.26,0.00,0.14,27.98,54.12,857.40,354.28,271.85,170.41,23.40,198.55,369.82,2962.40,0.13,0.00,0.04,10.95,736.65,117.90
2024-04-07 18:00,-0.40,0.00,-521.65,821.67,6862.33,14.34,0.00,0.15,28.33,106.02,945.12,299.83,27.45,29.54,23.06,197.18,360.82,3124.00,0.13,0.00,0.04,11.08,766.05,146.50
2024-04-07 18:30,-0.15,0.00,-506.78,586.47,6859.17,14.38,0.00,0.14,28.47,115.07,1212.67,292.18,0.21,1.59,22.87,186.34,254.08,3122.40,0.13,0.00,0.04,11.14,744.23,146.60
2024-04-07 19:00,-0.74,0.00,-527.52,462.98,6911.67,14.09,0.00,0.14,28.46,87.99,1172.67,312.85,0.21,0.00,22.36,195.34,202.84,3146.30,0.13,0.00,0.04,11.14,748.00,139.90
2024-04-07 19:30,-2.67,0.00,-549.33,401.03,6801.33,13.87,0.00,0.12,28.46,30.56,1129.17,367.93,0.21,0.00,21.87,203.90,181.86,3096.00,0.12,0.00,0.03,11.13,750.61,125.90
2024-04-07 20:00,-0.34,0.00,-649.53,550.55,6516.33,14.03,0.00,0.13,28.55,2.81,1075.92,453.67,0.21,0.00,21.70,238.89,253.80,2966.20,0.13,0.00,0.04,11.17,748.83,88.88
2024-04-07 20:30,-0.79,0.00,-551.88,734.53,6219.00,13.66,0.00,0.14,28.36,16.59,867.38,515.65,0.21,0.00,21.48,204.70,333.98,2830.80,0.12,0.00,0.04,11.10,757.72,100.30
2024-04-07 21:00,-1.18,0.00,-556.85,713.90,6179.17,13.70,0.00,0.14,28.46,21.68,784.08,517.63,0.21,0.00,20.92,208.61,326.39,2812.80,0.12,0.00,0.04,11.13,764.03,88.08
2024-04-07 21:30,-2.66,0.00,-563.13,1007.00,6301.00,13.76,0.00,0.14,28.41,10.13,148.52,564.68,0.21,0.00,20.77,229.45,436.08,2868.40,0.12,0.00,0.04,11.12,822.13,117.00
2024-04-07 22:00,-11.09,0.00,-623.27,989.15,6248.67,13.83,0.00,0.13,28.44,5.04,69.32,571.83,0.21,0.00,20.42,256.54,441.74,2844.50,0.12,0.00,0.04,11.13,834.03,117.00
2024-04-07 22:30,-8.05,0.00,-655.73,958.02,6368.50,13.88,0.00,0.13,28.08,14.53,61.22,473.52,0.21,0.00,19.86,274.09,434.80,2899.00,0.12,0.00,0.04,10.99,846.63,117.00
2024-04-07 23:00,-9.20,0.00,-690.23,860.25,6422.33,14.01,0.00,0.10,28.07,9.59,48.02,447.48,0.21,0.00,19.36,290.63,410.92,2923.70,0.13,0.00,0.03,10.98,856.90,126.80
2024-04-07 23:30,-6.21,0.00,-650.12,835.75,6373.67,13.79,0.00,0.13,28.17,2.49,28.29,392.80,0.21,0.00,19.03,276.72,395.84,2901.30,0.12,0.00,0.04,11.02,863.83,135.00
2024-04-08 00:00,-10.82,0.00,-539.47,745.38,6248.33,14.04,0.00,0.13,27.73,7.58,16.95,355.55,0.21,0.00,18.72,230.89,361.09,2844.30,0.13,0.00,0.04,10.85,869.70,125.20
2024-04-08 00:30,-2.69,0.00,-394.57,745.45,6006.67,13.93,0.00,0.12,27.78,7.74,20.53,313.43,0.21,0.00,18.36,169.45,363.68,2734.20,0.13,0.00,0.04,10.87,872.42,117.00
2024-04-08 01:00,-7.65,0.00,-321.77,728.70,5792.83,14.33,0.00,0.11,28.43,24.15,28.58,301.00,0.21,0.00,18.19,137.61,364.83,2636.70,0.13,0.00,0.03,11.13,872.74,117.00
2024-04-08 01:30,-12.72,0.00,-400.97,752.27,5711.00,14.19,0.00,0.12,28.55,1.62,16.96,295.00,0.21,0.00,17.94,172.52,384.08,2599.60,0.13,0.00,0.04,11.17,881.17,121.00
2024-04-08 02:00,-2.82,0.00,-385.67,716.23,5554.17,14.03,0.00,0.13,28.49,8.66,27.24,294.47,0.21,0.00,17.84,165.20,370.54,2528.10,0.13,0.00,0.04,11.15,877.60,94.02
2024-04-08 02:30,-28.75,0.00,-439.60,672.03,5548.17,14.10,0.00,0.12,28.45,3.17,62.14,271.48,0.21,0.00,18.03,188.10,352.27,2525.60,0.13,0.00,0.04,11.13,881.04,88.88
2024-04-08 03:00,-0.59,0.00,-370.52,550.25,5480.33,14.01,0.00,0.11,28.33,10.52,72.94,248.50,0.21,0.00,17.82,158.57,291.87,2494.80,0.13,0.00,0.03,11.08,874.81,79.97
2024-04-08 03:30,-1.94,0.00,-363.08,460.57,5571.50,13.93,0.00,0.13,27.91,2.10,70.68,261.32,0.21,0.00,17.45,155.48,246.80,2536.20,0.13,0.00,0.04,10.92,873.23,88.88
2024-04-08 04:00,-3.25,0.00,-376.73,472.92,5630.17,13.93,0.00,0.12,28.05,0.54,65.73,248.62,0.21,0.00,17.22,161.96,252.90,2562.90,0.13,0.00,0.03,10.97,876.59,89.22
2024-04-08 04:30,-13.91,0.00,-477.55,541.17,5666.83,13.97,0.00,0.11,28.11,2.11,56.94,220.90,0.21,0.00,17.10,206.54,286.72,2579.60,0.13,0.00,0.03,11.00,884.58,88.88
2024-04-08 05:00,-16.49,0.00,-486.38,629.33,5735.50,13.99,0.00,0.11,27.67,3.55,57.03,211.50,0.21,0.00,16.92,210.78,331.07,2611.00,0.13,0.00,0.03,10.83,888.04,92.90
2024-04-08 05:30,-3.31,0.00,-551.35,742.25,5997.33,13.97,0.00,0.12,27.75,2.23,56.88,192.80,0.21,0.00,16.78,240.22,381.77,2730.30,0.13,0.00,0.03,10.86,889.93,129.20
2024-04-08 06:00,-6.59,0.00,-446.17,707.33,6179.33,13.92,0.00,0.12,28.17,1.02,57.05,181.83,0.21,1.13,16.47,195.01,353.58,2813.50,0.13,0.00,0.03,11.02,888.22,117.20
2024-04-08 06:30,-53.08,0.00,-330.85,860.33,6342.50,14.03,0.00,0.12,71.41,0.19,56.84,191.85,13.04,25.12,16.43,143.97,407.77,2887.60,0.13,0.00,0.03,26.66,883.88,241.80
2024-04-08 07:00,-6.93,0.00,-147.48,484.40,6270.33,14.93,0.00,0.06,158.10,23.04,146.09,202.17,212.22,183.82,16.68,61.52,231.92,2854.60,0.13,0.00,0.02,58.05,817.75,155.10
2024-04-08 07:30,-3.50,0.00,-39.27,424.90,5648.67,14.44,0.00,0.10,107.45,15.56,187.00,170.67,771.63,545.78,17.03,14.15,172.68,2571.50,0.13,0.00,0.03,39.70,706.30,88.00
2024-04-08 08:00,-2.03,0.00,-235.94,598.65,4968.33,14.57,0.00,0.09,61.85,20.90,117.54,137.15,1452.00,1039.77,18.01,75.56,200.22,2262.00,0.13,0.00,0.03,23.18,589.75,69.57
2024-04-08 08:30,-8.77,0.00,-271.42,639.13,4563.00,14.53,0.00,0.08,26.83,29.11,57.00,128.58,1757.50,1544.08,19.80,80.84,193.60,2077.50,0.13,0.00,0.02,10.50,519.10,64.76
2024-04-08 09:00,-11.45,-14.40,-199.18,782.82,3906.33,14.21,0.00,0.08,27.17,9.18,28.63,140.67,2005.50,1971.67,20.65,55.23,219.12,1778.40,0.13,0.00,0.02,10.63,450.99,55.04
2024-04-08 09:30,-29.77,-192.02,-11.46,747.48,3566.67,14.05,0.00,0.07,27.48,9.84,16.91,162.53,2175.00,2360.25,21.26,3.06,201.62,1623.70,0.13,0.00,0.02,10.75,414.41,43.04
2024-04-08 10:00,-32.34,-279.22,0.00,820.68,3273.00,14.14,0.00,0.09,28.01,4.03,16.99,193.53,2286.17,2700.83,21.83,0.00,233.90,1490.20,0.13,0.00,0.03,10.96,384.50,36.93
2024-04-08 10:30,-58.00,-428.25,0.00,975.80,3155.00,13.72,0.00,0.10,26.95,3.38,16.90,192.75,2224.00,3049.42,21.61,0.00,283.05,1436.40,0.12,0.00,0.03,10.59,377.29,10.05
2024-04-08 11:00,-54.19,-427.83,0.00,1004.70,3059.33,14.23,0.00,0.13,26.71,3.78,16.85,230.15,2212.67,3280.17,22.58,0.00,296.49,1393.00,0.13,0.00,0.04,10.45,363.01,-21.11
2024-04-08 11:30,-27.87,-427.15,0.00,1212.00,3073.00,13.44,0.00,0.15,26.52,18.44,16.97,250.32,2008.17,3148.92,23.60,0.00,369.77,1399.10,0.12,0.00,0.05,10.38,382.14,33.83
2024-04-08 12:00,-49.92,-427.43,0.00,1451.00,3079.83,14.24,0.00,0.15,26.27,6.44,16.90,257.48,1895.17,3139.58,23.73,0.00,453.46,1402.10,0.13,0.00,0.04,10.28,396.61,42.69
2024-04-08 12:30,-23.09,-426.18,0.00,1300.50,3125.67,14.52,0.00,0.20,25.84,9.28,37.53,291.23,1913.67,3122.00,24.66,0.00,395.56,1423.20,0.13,0.00,0.06,10.11,389.53,37.77
2024-04-08 13:00,-48.82,-171.31,0.00,1040.22,3186.17,14.02,0.00,0.62,24.11,1.76,110.17,334.27,1939.17,3043.67,25.23,0.00,316.35,1450.70,0.13,0.00,0.18,9.43,375.09,58.00
2024-04-08 13:30,-26.10,-43.95,0.00,838.55,3355.83,13.76,0.00,0.67,23.84,1.98,176.62,380.20,1898.33,2729.25,23.93,0.00,247.60,1527.90,0.12,0.00,0.20,9.33,381.89,58.03
2024-04-08 14:00,-27.39,-36.63,-0.80,557.90,3788.33,13.90,0.00,0.53,24.40,2.87,14.33,420.68,1874.00,2590.92,23.10,0.22,167.98,1724.70,0.13,0.00,0.16,9.55,412.51,80.62
2024-04-08 14:30,-63.83,0.00,-8.77,317.43,4199.33,13.20,0.00,0.22,25.31,0.33,14.44,418.32,2014.00,2339.50,23.54,2.49,93.64,1911.60,0.12,0.00,0.06,9.90,434.29,89.67
2024-04-08 15:00,-25.45,0.00,-100.37,272.57,4588.00,12.75,0.00,0.22,24.18,4.54,27.63,409.75,1959.50,1968.75,23.42,26.01,102.02,2088.60,0.11,0.00,0.07,9.46,475.66,126.70
2024-04-08 15:30,-84.86,0.00,-121.80,56.94,5023.67,12.89,0.00,0.21,23.94,0.09,14.39,413.72,1917.00,1723.33,22.94,34.83,21.77,2286.60,0.12,0.00,0.06,9.37,508.51,88.00
2024-04-08 16:00,-25.65,0.00,-90.80,117.65,5334.17,12.71,0.00,0.23,114.63,8.05,14.51,408.92,1723.17,1358.27,21.74,28.08,46.00,2428.40,0.11,0.00,0.07,44.85,555.12,46.15
2024-04-08 16:30,-32.12,0.00,-332.42,255.93,5928.00,12.17,0.00,0.22,113.19,5.32,78.84,461.92,1528.67,969.20,21.37,107.47,106.51,2698.60,0.11,0.00,0.06,44.30,610.11,92.88
2024-04-08 17:00,-2.56,0.00,-351.07,338.32,6512.50,11.84,0.00,0.22,144.43,32.24,412.35,394.95,1016.00,547.80,20.97,122.69,148.60,2964.70,0.11,0.00,0.06,53.00,672.14,109.20
2024-04-08 17:30,-0.87,0.00,-386.15,721.68,6767.17,12.61,0.00,0.23,184.37,105.64,754.32,340.83,383.72,201.61,20.72,141.67,311.29,3080.70,0.11,0.00,0.07,67.47,730.42,129.80
2024-04-08 18:00,-0.38,0.00,-305.40,944.28,6836.67,13.87,0.00,0.23,321.00,121.84,841.88,343.33,34.66,33.95,20.53,115.74,378.19,3112.50,0.12,0.00,0.07,116.95,760.31,228.00
2024-04-08 18:30,-0.24,0.00,-290.83,905.93,6847.17,15.65,0.00,0.23,334.48,117.86,777.62,452.10,0.06,1.78,20.38,110.27,356.72,3117.30,0.14,0.00,0.07,121.83,760.94,136.00
2024-04-08 19:00,-6.54,0.00,-390.12,894.42,6823.00,23.34,0.00,0.23,333.07,8.76,717.48,537.40,0.03,0.00,20.04,149.14,347.15,3106.10,0.21,0.00,0.07,121.32,766.29,117.00
2024-04-08 19:30,-0.66,0.00,-437.37,916.15,6686.83,28.94,0.00,0.22,284.57,1.66,584.50,605.67,0.03,0.00,19.73,168.05,344.94,3043.90,0.26,0.00,0.07,103.77,766.94,88.54
2024-04-08 20:00,-37.98,0.00,-408.40,684.30,6648.83,31.70,0.00,0.23,259.03,0.49,559.98,661.68,0.03,0.00,19.54,156.19,266.68,3026.50,0.29,0.00,0.07,94.52,769.50,88.88
2024-04-08 20:30,-13.55,0.00,-353.93,641.52,6656.17,36.42,0.00,0.22,154.05,1.69,538.65,584.48,0.03,0.00,19.58,136.89,249.72,3030.00,0.33,0.00,0.06,56.50,776.09,84.69
2024-04-08 21:00,-1.88,0.00,-158.50,117.98,6847.50,36.76,0.00,0.22,153.15,6.56,423.80,571.37,0.03,0.00,19.49,62.57,48.63,3117.20,0.33,0.00,0.06,56.17,790.25,92.71
