date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biogas) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biogas) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-04-10 22:00,-13.02,0.00,-260.10,443.65,6309.00,29.75,0.00,0.13,23.72,0.45,346.10,879.77,0.03,0.00,16.07,98.69,173.57,2872.40,0.27,0.00,0.04,9.28,762.13,62.54
2024-04-10 22:30,-1.55,0.00,-91.42,281.37,6386.50,29.66,0.00,0.13,23.76,0.04,236.62,837.80,0.03,0.00,16.15,35.52,109.35,2907.30,0.27,0.00,0.04,9.30,776.52,101.20
2024-04-10 23:00,-0.75,0.00,-84.51,329.42,6394.83,29.66,0.00,0.11,23.60,1.49,118.68,772.45,0.03,0.00,15.97,33.63,127.14,2911.30,0.27,0.00,0.03,9.24,794.82,102.10
2024-04-10 23:30,-0.53,0.00,-62.16,476.50,6211.00,30.57,0.00,0.13,23.97,9.91,110.48,719.67,0.03,0.00,15.38,24.80,184.11,2827.50,0.28,0.00,0.04,9.38,796.99,106.00
2024-04-11 00:00,-1.38,0.00,-24.09,616.48,6118.50,31.31,0.00,0.14,24.06,17.66,56.99,577.07,0.03,0.00,14.88,9.82,242.50,2785.30,0.28,0.00,0.04,9.41,816.45,102.60
2024-04-11 00:30,-0.46,0.00,0.00,543.93,6122.83,31.13,0.00,0.14,24.00,17.05,56.82,463.52,0.03,0.00,14.77,0.00,226.79,2787.40,0.28,0.00,0.04,9.39,833.15,117.00
2024-04-11 01:00,-0.87,0.00,0.00,627.77,5990.33,31.69,0.00,0.12,23.93,15.89,56.93,400.37,0.03,0.00,14.46,0.00,261.49,2726.90,0.29,0.00,0.03,9.37,839.07,109.40
2024-04-11 01:30,-0.74,0.00,0.00,626.72,5855.17,31.67,0.00,0.13,23.71,9.20,56.85,351.23,0.03,0.00,14.29,0.00,263.73,2665.20,0.29,0.00,0.04,9.28,845.14,109.30
2024-04-11 02:00,-0.99,0.00,0.00,548.18,5733.17,31.62,0.00,0.13,23.54,4.81,56.93,323.35,0.03,0.00,14.02,0.00,230.28,2609.50,0.28,0.00,0.04,9.21,847.91,92.76
2024-04-11 02:30,-2.54,0.00,0.00,513.15,5631.50,32.08,0.00,0.14,23.62,2.62,56.75,293.87,0.03,0.00,13.67,0.00,217.53,2563.10,0.29,0.00,0.04,9.24,851.81,91.53
2024-04-11 03:00,-26.24,0.00,0.00,538.73,5531.83,32.08,0.00,0.13,23.92,0.96,56.75,292.18,0.03,0.00,13.57,0.00,235.92,2517.80,0.29,0.00,0.04,9.36,856.82,73.81
2024-04-11 03:30,-2.06,0.00,0.00,529.38,5527.00,31.78,0.00,0.11,24.02,6.95,56.83,304.77,0.03,0.00,13.24,0.00,228.78,2515.60,0.29,0.00,0.03,9.40,850.19,88.88
2024-04-11 04:00,-9.91,0.00,-15.67,379.15,5565.50,31.89,0.00,0.12,23.31,3.98,63.37,354.95,0.03,0.00,12.93,6.57,160.71,2533.10,0.29,0.00,0.04,9.12,843.15,88.00
2024-04-11 04:30,-22.50,0.00,0.00,386.67,5521.17,31.97,0.00,0.14,23.27,2.96,96.84,384.07,0.03,0.00,12.73,0.00,163.18,2513.00,0.29,0.00,0.04,9.10,836.04,101.80
2024-04-11 05:00,-3.12,0.00,0.00,447.35,5497.67,31.88,0.00,0.14,23.27,2.55,96.85,381.18,0.03,0.00,12.59,0.00,193.81,2502.40,0.29,0.00,0.04,9.11,835.36,103.40
2024-04-11 05:30,-0.53,0.00,0.00,463.95,5693.00,32.35,0.00,0.13,23.30,13.07,96.85,398.58,0.03,0.00,12.35,0.00,193.01,2591.30,0.29,0.00,0.04,9.12,831.38,106.40
2024-04-11 06:00,-1.97,0.00,-10.96,302.55,6073.67,32.58,0.00,0.14,29.93,9.13,96.66,486.63,0.03,0.92,12.28,4.53,125.22,2765.00,0.29,0.00,0.04,11.52,825.59,135.00
2024-04-11 06:30,-69.70,0.00,-4.93,444.93,6298.00,36.83,0.00,0.10,159.70,2.28,139.65,561.63,6.17,23.44,12.14,1.94,184.20,2867.00,0.33,0.00,0.03,58.52,818.14,139.00
2024-04-11 07:00,-19.45,0.00,-308.52,638.07,6098.50,36.32,0.00,0.11,175.82,32.85,341.10,601.65,206.41,188.80,12.21,114.40,240.19,2776.00,0.33,0.00,0.03,64.36,742.40,146.50
2024-04-11 07:30,-10.63,0.00,-511.25,743.22,5422.67,36.14,0.00,0.09,155.76,71.02,198.41,630.58,1005.95,581.53,12.52,168.36,245.82,2468.30,0.33,0.00,0.03,57.08,625.50,47.03
2024-04-11 08:00,-11.35,0.00,-524.55,687.67,4648.67,35.84,0.00,0.12,25.82,25.82,90.37,507.18,1890.00,1121.77,13.36,146.45,200.50,2116.00,0.32,0.00,0.03,10.02,513.20,27.25
2024-04-11 08:30,-23.03,0.00,-711.63,633.63,4165.00,36.04,0.00,0.08,23.29,5.26,56.86,371.43,2392.00,1723.50,14.68,181.79,170.44,1896.10,0.32,0.00,0.02,9.11,436.83,3.96
2024-04-11 09:00,-94.73,0.00,-714.53,579.52,3645.83,33.83,0.00,0.10,23.49,0.19,56.82,318.75,2526.83,2329.92,16.78,170.27,142.86,1659.80,0.30,0.00,0.03,9.19,377.19,-23.53
2024-04-11 09:30,-39.47,-37.36,-784.38,564.87,3262.00,34.44,0.00,0.10,23.13,49.99,56.91,240.98,2539.33,2866.17,18.78,172.62,140.18,1485.10,0.31,0.00,0.03,9.05,333.17,-9.50
2024-04-11 10:00,-105.85,-58.69,-786.78,699.48,3151.83,34.16,0.00,0.11,23.08,5.66,53.45,154.97,2386.33,3301.00,20.24,176.59,175.87,1434.80,0.31,0.00,0.03,9.03,325.88,45.00
2024-04-11 10:30,-30.00,-287.28,-707.57,848.58,3066.17,34.25,0.00,0.11,23.56,15.86,36.08,113.13,2249.33,3615.50,21.17,154.79,212.38,1396.00,0.31,0.00,0.03,9.22,325.95,-15.01
2024-04-11 11:00,-53.07,-427.15,-689.38,903.12,2963.83,34.27,0.00,0.07,23.69,0.01,36.13,80.60,2292.33,3805.33,21.52,143.96,225.14,1349.50,0.31,0.00,0.02,9.27,321.14,-45.02
2024-04-11 11:30,-44.85,-426.67,-650.98,931.90,2933.50,32.23,0.00,0.09,23.75,8.98,36.10,51.35,2236.67,3854.00,21.96,137.40,231.57,1335.60,0.29,0.00,0.03,9.29,320.36,0.00
2024-04-11 12:00,-6.41,-426.23,-579.18,735.60,2904.67,31.08,0.00,0.08,24.07,15.32,36.03,27.82,2428.50,3798.00,20.99,119.10,187.29,1322.30,0.28,0.00,0.02,9.41,311.53,17.96
2024-04-11 12:30,-23.80,-425.75,-569.97,772.85,2943.33,32.04,0.00,0.10,23.99,3.29,35.95,21.79,2434.50,3684.58,21.08,117.85,194.75,1339.90,0.29,0.00,0.03,9.38,319.38,44.80
2024-04-11 13:00,-9.41,-426.67,-601.97,754.68,2952.50,31.66,0.00,0.10,23.73,0.04,36.12,20.55,2402.33,3570.92,20.89,125.15,186.15,1344.20,0.28,0.00,0.03,9.29,323.21,-9.50
2024-04-11 13:30,-30.01,-397.10,-552.00,776.75,2968.83,31.98,0.00,0.11,24.11,2.01,36.13,22.58,2363.50,3444.67,21.12,115.93,184.60,1351.60,0.29,0.00,0.03,9.44,329.06,16.88
2024-04-11 14:00,-39.94,-380.90,-473.93,736.67,3059.33,32.40,0.00,0.11,24.48,1.00,36.05,20.57,2385.50,3335.42,21.79,102.75,171.89,1393.10,0.29,0.00,0.03,9.58,337.00,0.02
2024-04-11 14:30,-37.64,-381.27,-464.23,683.38,3281.83,33.71,0.00,0.08,24.59,0.55,36.10,28.50,2439.83,3057.67,22.09,102.77,159.30,1494.50,0.30,0.00,0.02,9.62,358.72,1.00
2024-04-11 15:00,-77.76,-381.48,-189.49,678.27,3524.33,34.47,0.00,0.10,25.30,0.05,36.10,29.67,2344.33,2640.00,21.60,44.59,169.56,1604.90,0.31,0.00,0.03,9.90,401.69,8.98
2024-04-11 15:30,-60.85,-349.37,-101.03,592.57,3992.17,34.41,0.00,0.13,25.92,0.13,36.07,34.22,2263.00,2202.42,21.23,26.99,156.58,1818.10,0.31,0.00,0.04,10.14,451.72,26.39
2024-04-11 16:00,-8.80,-94.68,-420.10,563.32,4581.83,34.02,0.00,0.09,26.30,11.71,36.00,35.61,2224.67,1693.58,20.24,117.51,163.00,2086.90,0.31,0.00,0.03,10.29,493.58,37.26
2024-04-11 16:30,-3.09,0.00,-379.03,792.30,5208.33,31.80,0.00,0.11,26.61,1.19,36.15,55.19,1787.67,1101.17,19.49,121.17,258.36,2372.10,0.29,0.00,0.03,10.41,582.10,54.72
2024-04-11 17:00,-10.59,0.00,-24.41,818.92,6017.83,31.99,0.00,0.11,27.17,30.05,50.82,66.62,1082.30,559.90,19.12,8.67,305.00,2740.60,0.29,0.00,0.03,10.63,704.65,141.20
2024-04-11 17:30,-3.59,0.00,0.00,1002.33,6561.00,33.15,0.00,0.14,69.10,89.13,248.85,85.48,361.02,181.19,18.75,0.00,398.45,2987.50,0.30,0.00,0.04,25.80,790.95,300.00
2024-04-11 18:00,-0.38,0.00,-4.40,668.27,6840.17,32.52,0.00,0.14,280.57,149.67,766.02,104.50,22.74,25.37,18.52,1.75,267.57,3114.40,0.29,0.00,0.04,102.36,783.98,212.00
2024-04-11 18:30,-0.49,0.00,0.00,507.67,6997.00,35.58,0.00,0.14,340.88,155.47,744.95,155.80,0.03,0.83,18.33,0.00,202.42,3185.60,0.32,0.00,0.04,124.21,786.00,145.60
2024-04-11 19:00,-0.66,0.00,-35.33,265.25,7096.50,34.25,0.00,0.15,344.60,73.50,840.93,264.83,0.02,0.00,18.20,13.57,106.73,3230.80,0.31,0.00,0.04,125.56,776.65,239.80
2024-04-11 19:30,-3.72,0.00,-282.88,121.05,7233.50,33.84,0.00,0.14,338.45,8.39,814.18,422.82,0.02,0.00,18.02,109.02,49.71,3292.90,0.30,0.00,0.04,123.33,773.05,130.30
2024-04-11 20:00,-0.76,0.00,-304.78,205.25,7233.50,35.58,0.00,0.13,244.48,0.83,567.77,512.70,0.02,0.00,17.85,119.91,84.15,3293.10,0.32,0.00,0.04,89.30,788.02,131.60
2024-04-11 20:30,-4.93,0.00,-257.44,301.65,7185.00,36.35,0.00,0.14,33.47,4.75,525.12,593.38,0.02,0.00,17.96,100.80,123.58,3271.00,0.33,0.00,0.04,12.89,785.75,100.70
2024-04-11 21:00,-39.53,0.00,-146.00,264.53,7076.83,34.30,0.00,0.15,26.34,11.79,334.57,700.85,0.02,0.00,17.90,57.29,108.59,3221.70,0.31,0.00,0.04,10.31,794.71,109.90
2024-04-11 21:30,-6.51,0.00,-57.65,119.28,7020.17,30.13,0.00,0.14,26.07,10.68,66.78,800.12,0.02,0.00,17.68,23.21,50.48,3196.20,0.27,0.00,0.04,10.20,807.56,112.70
2024-04-11 22:00,-85.20,0.00,-116.17,113.77,6878.17,29.95,0.00,0.14,26.45,0.05,61.83,836.30,0.02,0.00,17.15,46.59,47.63,3131.30,0.27,0.00,0.04,10.35,811.59,84.63
2024-04-11 22:30,-31.83,0.00,-165.50,14.47,6894.83,30.00,0.00,0.14,26.30,1.48,35.97,890.83,0.02,0.00,16.58,66.17,5.91,3138.90,0.27,0.00,0.04,10.29,802.74,88.89
2024-04-11 23:00,-20.27,0.00,-125.42,25.30,6607.83,31.41,0.00,0.14,26.25,0.87,36.00,968.33,0.02,0.00,16.21,49.39,10.17,3008.20,0.28,0.00,0.04,10.27,789.24,88.88
2024-04-11 23:30,-7.92,0.00,-119.67,101.37,6366.67,31.89,0.00,0.14,26.14,2.64,36.10,991.68,0.02,0.00,15.76,46.69,40.59,2898.40,0.29,0.00,0.04,10.23,781.49,88.88
2024-04-12 00:00,-0.64,0.00,-130.39,149.45,6201.83,32.00,0.00,0.13,25.93,9.71,36.12,1020.33,0.02,0.00,15.42,50.42,60.03,2823.10,0.29,0.00,0.04,10.14,774.24,87.10
2024-04-12 00:30,-0.58,0.00,-236.52,225.88,6136.17,31.99,0.00,0.15,25.70,13.38,36.10,975.77,0.02,0.00,15.12,91.86,90.74,2793.40,0.29,0.00,0.04,10.05,777.65,101.90
2024-04-12 01:00,-1.36,0.00,-214.53,252.37,5963.67,32.36,0.00,0.14,26.27,12.07,36.10,950.60,0.02,0.00,14.86,83.29,101.59,2714.80,0.29,0.00,0.04,10.28,777.51,88.67
2024-04-12 01:30,-1.05,0.00,-229.30,257.53,5832.83,32.33,0.00,0.14,26.32,8.66,36.10,884.25,0.02,0.00,14.85,89.59,104.13,2655.00,0.29,0.00,0.04,10.30,782.78,88.88
2024-04-12 02:00,-0.52,0.00,-193.00,296.85,5657.33,32.28,0.00,0.14,25.68,9.59,36.08,793.62,0.02,0.00,14.54,76.13,120.53,2575.20,0.29,0.00,0.04,10.05,790.01,88.88
2024-04-12 02:30,-0.82,0.00,-241.92,217.75,5632.17,32.38,0.00,0.13,25.82,14.63,36.10,741.90,0.02,0.00,14.23,96.11,90.36,2563.60,0.29,0.00,0.04,10.11,795.36,89.28
2024-04-12 03:00,-1.56,0.00,-256.85,219.08,5587.83,32.21,0.00,0.14,25.51,10.52,36.10,678.43,0.02,0.00,14.02,102.96,90.06,2543.40,0.29,0.00,0.04,9.98,802.60,67.73
2024-04-12 03:30,-1.81,0.00,-170.78,221.98,5483.67,32.07,0.00,0.13,25.72,2.36,36.07,636.07,0.02,0.00,13.83,68.86,90.53,2496.00,0.29,0.00,0.04,10.06,806.98,69.60
2024-04-12 04:00,-0.80,0.00,-191.62,282.48,5447.17,31.98,0.00,0.13,25.89,12.47,36.10,637.23,0.02,0.00,13.78,77.10,114.11,2479.30,0.29,0.00,0.04,10.13,804.57,71.20
2024-04-12 04:30,-0.86,0.00,-148.51,225.38,5625.67,32.10,0.00,0.14,25.43,12.34,36.05,604.37,0.02,0.00,13.63,60.29,90.78,2560.80,0.29,0.00,0.04,9.95,811.45,76.72
2024-04-12 05:00,-0.95,0.00,-96.83,171.73,5667.00,32.30,0.00,0.14,22.32,5.99,36.13,592.48,0.02,0.00,13.58,39.43,68.82,2579.70,0.29,0.00,0.04,8.73,814.32,76.72
2024-04-12 05:30,-0.48,0.00,-140.10,370.45,5808.50,36.04,0.00,0.11,23.69,11.03,36.00,546.32,0.02,0.00,13.41,57.50,146.82,2644.20,0.32,0.00,0.03,9.27,819.88,90.76
2024-04-12 06:00,-4.10,0.00,-77.14,262.05,6143.67,37.01,0.00,0.14,24.50,5.36,36.05,491.88,0.02,0.76,13.15,32.12,103.83,2796.60,0.33,0.00,0.04,9.59,831.84,88.79
2024-04-12 06:30,-59.53,0.00,-26.37,415.17,6486.00,37.04,0.00,0.13,25.79,1.64,36.00,486.62,8.99,20.32,13.11,11.00,167.10,2952.40,0.33,0.00,0.04,10.09,839.36,139.70
2024-04-12 07:00,-6.52,0.00,-105.94,579.67,6361.83,36.39,0.00,0.12,25.71,23.88,36.00,486.93,170.02,169.29,13.22,42.46,211.58,2896.10,0.33,0.00,0.04,10.06,790.92,92.12
2024-04-12 07:30,-6.96,0.00,-263.50,769.65,5637.67,36.20,0.00,0.11,25.64,6.73,36.00,454.13,823.23,542.18,13.61,93.35,248.95,2566.40,0.33,0.00,0.03,10.04,677.92,50.03
2024-04-12 08:00,-32.35,0.00,-466.22,962.27,4678.83,36.71,0.00,0.07,24.89,1.05,36.00,356.18,1635.83,1092.52,14.45,140.39,276.55,2130.10,0.33,0.00,0.02,9.74,546.82,-11.26
2024-04-12 08:30,-22.46,0.00,-584.15,918.43,4000.50,35.85,0.00,0.15,24.72,4.40,36.08,253.25,2180.33,1694.75,15.71,154.90,233.98,1821.70,0.32,0.00,0.04,9.67,447.40,0.00
2024-04-12 09:00,-21.69,-40.90,-623.83,874.50,3661.17,35.71,0.00,0.16,25.56,9.35,36.05,171.88,2313.33,2280.58,17.92,155.65,206.54,1667.10,0.32,0.00,0.05,10.00,396.33,0.00
2024-04-12 09:30,-48.44,-43.68,-685.13,798.20,3341.83,36.31,0.00,0.15,25.47,4.42,36.03,115.34,2484.50,2783.17,19.68,158.03,190.61,1521.60,0.33,0.00,0.04,9.96,353.64,25.00
2024-04-12 10:00,-67.67,-43.65,-732.67,779.73,3141.67,36.26,0.00,0.16,25.23,5.21,36.07,72.90,2403.33,3197.92,21.34,167.05,187.67,1430.50,0.33,0.00,0.05,9.87,330.08,-9.50
2024-04-12 10:30,-88.62,-43.61,-722.73,719.10,2978.50,36.40,0.00,0.17,25.33,2.25,36.12,54.40,2426.50,3495.67,22.05,158.69,177.04,1356.10,0.33,0.00,0.05,9.91,310.50,-9.50
2024-04-12 11:00,-57.62,-43.64,-739.07,750.63,2824.00,36.40,0.00,0.18,24.93,2.78,35.93,72.46,2470.83,3702.83,22.46,157.34,183.10,1285.70,0.33,0.00,0.05,9.75,291.08,10.00
2024-04-12 11:30,-23.57,-57.87,-839.60,639.22,2801.33,36.58,0.00,0.18,25.78,19.21,36.10,80.59,2460.17,3810.08,22.83,176.54,157.10,1275.40,0.33,0.00,0.05,10.09,281.80,-39.93
2024-04-12 12:00,-43.22,-251.68,-730.32,717.20,2792.00,36.32,0.00,0.20,26.29,4.87,36.05,98.82,2430.67,3796.25,23.65,149.98,173.75,1271.10,0.33,0.00,0.06,10.28,292.94,-24.14
2024-04-12 12:30,-44.32,-427.22,-656.80,809.63,2808.50,36.05,0.00,0.20,25.90,5.62,35.98,137.50,2454.67,3745.75,24.02,130.80,190.88,1278.70,0.32,0.00,0.06,10.13,302.14,-11.81
2024-04-12 13:00,-11.13,-419.18,-587.97,702.97,2791.50,36.13,0.00,0.20,25.34,21.91,34.42,169.55,2493.00,3693.08,24.47,114.97,168.33,1270.80,0.33,0.00,0.06,9.91,298.21,-9.50
2024-04-12 13:30,-18.93,-383.27,-514.52,772.18,2872.83,35.78,0.00,0.20,24.00,4.51,31.03,197.43,2374.50,3547.17,23.66,103.82,179.66,1307.80,0.32,0.00,0.06,9.39,311.62,18.06
2024-04-12 14:00,-2.17,-383.07,-383.60,657.28,2962.50,36.20,0.00,0.20,24.56,0.03,29.70,209.75,2399.67,3280.17,23.83,79.19,155.93,1348.70,0.33,0.00,0.06,9.61,325.08,9.00
2024-04-12 14:30,-3.81,-382.67,-330.27,488.32,3186.67,37.02,0.00,0.21,25.51,1.86,94.37,212.43,2411.00,3000.25,24.03,72.56,119.39,1451.10,0.33,0.00,0.06,9.98,345.12,-11.49
2024-04-12 15:00,-9.43,-383.03,-478.02,636.30,3539.50,36.39,0.00,0.20,25.85,4.63,40.65,218.72,2458.33,2653.83,23.66,105.29,157.85,1611.60,0.33,0.00,0.06,10.11,383.05,28.21
2024-04-12 15:30,-4.31,-254.27,-341.02,442.62,3980.50,36.39,0.00,0.21,26.19,11.35,27.03,197.02,2398.33,2167.50,23.23,84.75,119.11,1812.50,0.33,0.00,0.06,10.25,427.62,25.00
2024-04-12 16:00,-1.99,-31.68,-585.52,560.42,4628.17,37.86,0.00,0.20,26.40,1.54,27.20,203.47,2179.17,1627.60,22.04,165.14,170.68,2107.50,0.34,0.00,0.06,10.33,489.75,52.12
2024-04-12 16:30,-7.20,0.00,-527.53,597.18,5442.67,39.04,0.00,0.21,26.39,0.17,27.18,217.85,1760.83,1035.50,20.95,166.95,201.13,2478.10,0.35,0.00,0.06,10.32,585.91,73.59
2024-04-12 17:00,-1.08,0.00,-46.12,640.05,6106.00,41.48,0.00,0.21,26.05,11.88,72.03,195.35,1023.95,519.09,20.44,16.70,246.79,2780.10,0.37,0.00,0.06,10.19,703.42,106.60
2024-04-12 17:30,-2.66,0.00,0.00,952.98,6456.67,42.08,0.00,0.27,119.05,19.46,286.13,170.95,332.58,164.95,20.14,0.00,396.53,2939.40,0.38,0.00,0.08,43.87,791.40,275.50
2024-04-12 18:00,-1.42,0.00,0.00,796.15,6634.33,42.08,0.00,51.29,402.42,77.61,416.13,176.07,17.18,21.70,19.98,0.00,333.46,3020.20,0.38,0.00,15.07,146.49,814.41,196.80
2024-04-12 18:30,-2.34,0.00,0.00,651.27,6683.67,42.15,0.00,76.95,498.70,34.13,514.13,177.35,0.05,0.49,19.58,0.00,269.97,3042.50,0.38,0.00,22.61,181.38,810.65,161.00
2024-04-12 19:00,-5.72,0.00,0.00,534.23,6784.67,41.96,0.00,51.62,502.72,9.54,516.72,149.62,0.05,0.00,19.47,0.00,222.30,3088.40,0.38,0.00,15.17,182.84,817.45,139.80
2024-04-12 19:30,-11.76,0.00,-20.42,429.43,6757.17,41.82,0.00,0.56,506.00,2.25,499.95,141.53,0.05,0.00,19.25,8.36,175.29,3075.90,0.38,0.00,0.16,184.01,821.27,101.50
2024-04-12 20:00,-0.86,0.00,0.00,475.63,6668.83,41.74,0.00,0.20,415.12,2.28,394.90,153.07,0.05,0.00,19.21,0.00,200.36,3035.90,0.38,0.00,0.06,151.09,831.26,89.00
2024-04-12 20:30,-31.71,0.00,0.00,600.28,6792.50,42.17,0.00,0.19,180.57,1.16,276.75,190.43,0.05,0.00,19.28,0.00,250.83,3092.00,0.38,0.00,0.06,66.15,846.81,137.70
2024-04-12 21:00,-24.80,0.00,0.00,692.23,6693.00,41.98,0.00,0.19,34.08,0.14,277.85,227.75,0.05,0.00,NaN,0.00,287.87,3046.90,0.38,0.00,0.06,13.09,843.14,120.20
2024-04-12 21:30,-7.72,0.00,0.00,626.40,6611.00,41.65,0.00,0.20,25.87,4.09,254.70,217.98,0.05,0.00,NaN,0.00,263.10,3009.70,0.37,0.00,0.06,10.12,844.68,141.10
2024-04-12 22:00,-87.14,0.00,0.00,0.00,6530.00,41.87,0.00,0.17,26.40,0.00,143.90,223.70,0.05,0.00,NaN,0.00,0.00,495.40,0.06,0.00,0.01,1.72,867.33,105.90